link,form,table
,,
"<a href=""https://ekantipur.com/lumbini-pradesh/2026/01/27/congress-uml-candidate-from-palpa-collecting-suggestions-through-qr-code-37-36.html"" onclick=""gaEvent('Homepage Category','लुम्बिनी','‘क्यूआर कोड’बाट सुझाव संकलन गर्दै पाल्पाका कांग्रेस–एमाले उम्मेदवार');"">‘क्यूआर कोड’बाट सुझाव संकलन गर्दै पाल्पाका कांग्रेस–एमाले उम्मेदवार</a>",,
,,
"<a attr-newsid=""9871475"" class=""saveNewsLink"" onclick=""saveNews('9871475',this,'2026-01-27');"" style=""cursor:pointer;""><i class=""icon-save""></i> संग्रह</a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/27/candidate-budhas-determination-to-bring-the-airport-into-operation-54-11.html"" onclick=""gaEvent('Homepage Category','कर्णाली','विमानस्थल सञ्चालनमा ल्याउने उम्मेदवार बुढाको अठोट');""><div class=""placeholder""></div><img alt=""Candidate Budha\'s determination to bring the airport into operation"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/politics/unnamed-2712026060858-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/27/candidate-budhas-determination-to-bring-the-airport-into-operation-54-11.html"" onclick=""gaEvent('Homepage Category','कर्णाली','विमानस्थल सञ्चालनमा ल्याउने उम्मेदवार बुढाको अठोट');""><div class=""placeholder""></div><img alt=""Candidate Budha\'s determination to bring the airport into operation"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/politics/unnamed-2712026060858-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/27/candidate-budhas-determination-to-bring-the-airport-into-operation-54-11.html"" onclick=""gaEvent('Homepage Category','कर्णाली','विमानस्थल सञ्चालनमा ल्याउने उम्मेदवार बुढाको अठोट');""><div class=""placeholder""></div><img alt=""Candidate Budha\'s determination to bring the airport into operation"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/politics/unnamed-2712026060858-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/27/candidate-budhas-determination-to-bring-the-airport-into-operation-54-11.html"" onclick=""gaEvent('Homepage Category','कर्णाली','विमानस्थल सञ्चालनमा ल्याउने उम्मेदवार बुढाको अठोट');""><div class=""placeholder""></div><img alt=""Candidate Budha\'s determination to bring the airport into operation"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/politics/unnamed-2712026060858-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
,,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/27/candidate-budhas-determination-to-bring-the-airport-into-operation-54-11.html"" onclick=""gaEvent('Homepage Category','कर्णाली','विमानस्थल सञ्चालनमा ल्याउने उम्मेदवार बुढाको अठोट');"">विमानस्थल सञ्चालनमा ल्याउने उम्मेदवार बुढाको अठोट</a>",,
,,
"<a attr-newsid=""9872405"" class=""saveNewsLink"" onclick=""saveNews('9872405',this,'2026-01-27');"" style=""cursor:pointer;""><i class=""icon-save""></i> संग्रह</a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/27/74-polling-stations-in-kalikot-highly-sensitive-31-17.html"" onclick=""gaEvent('Homepage Category','कर्णाली','कालीकोटका ७४ मतदानस्थल ‘अति संवेदनशील’');""><div class=""placeholder""></div><img alt=""74 polling stations in Kalikot \'highly sensitive\'"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/kalikot-ma-surakshya-samiti-baithak-2712026094444-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/27/74-polling-stations-in-kalikot-highly-sensitive-31-17.html"" onclick=""gaEvent('Homepage Category','कर्णाली','कालीकोटका ७४ मतदानस्थल ‘अति संवेदनशील’');""><div class=""placeholder""></div><img alt=""74 polling stations in Kalikot \'highly sensitive\'"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/kalikot-ma-surakshya-samiti-baithak-2712026094444-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
,,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/27/74-polling-stations-in-kalikot-highly-sensitive-31-17.html"" onclick=""gaEvent('Homepage Category','कर्णाली','कालीकोटका ७४ मतदानस्थल ‘अति संवेदनशील’');"">कालीकोटका ७४ मतदानस्थल ‘अति संवेदनशील’</a>",,
,,
"<a attr-newsid=""9871675"" class=""saveNewsLink"" onclick=""saveNews('9871675',this,'2026-01-27');"" style=""cursor:pointer;""><i class=""icon-save""></i> संग्रह</a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/27/nagam-gamgadi-road-cleared-of-snow-with-dozers-54-15.html"" onclick=""gaEvent('Homepage Category','कर्णाली','डोजरले हिउँ पन्छाएर खुलाइयो नाग्म–गमगडी सडक');""><div class=""placeholder""></div><img alt=""Nagam-Gamgadi road cleared of snow with dozers"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/sadak-news-5-2712026050641-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/27/nagam-gamgadi-road-cleared-of-snow-with-dozers-54-15.html"" onclick=""gaEvent('Homepage Category','कर्णाली','डोजरले हिउँ पन्छाएर खुलाइयो नाग्म–गमगडी सडक');""><div class=""placeholder""></div><img alt=""Nagam-Gamgadi road cleared of snow with dozers"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/sadak-news-5-2712026050641-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
,,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/27/nagam-gamgadi-road-cleared-of-snow-with-dozers-54-15.html"" onclick=""gaEvent('Homepage Category','कर्णाली','डोजरले हिउँ पन्छाएर खुलाइयो नाग्म–गमगडी सडक');"">डोजरले हिउँ पन्छाएर खुलाइयो नाग्म–गमगडी सडक</a>",,
,,
"<a attr-newsid=""9871295"" class=""saveNewsLink"" onclick=""saveNews('9871295',this,'2026-01-27');"" style=""cursor:pointer;""><i class=""icon-save""></i> संग्रह</a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/26/roads-closed-due-to-snowfall-how-will-voters-return-31-24.html"" onclick=""gaEvent('Homepage Category','कर्णाली','हिमपातले बाटो बन्द, कसरी फर्किन्छन् मतदाता ?');""><div class=""placeholder""></div><img alt=""Roads closed due to snowfall, how will voters return?"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/photo-himpat-humla-2-2612026044558-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/26/roads-closed-due-to-snowfall-how-will-voters-return-31-24.html"" onclick=""gaEvent('Homepage Category','कर्णाली','हिमपातले बाटो बन्द, कसरी फर्किन्छन् मतदाता ?');""><div class=""placeholder""></div><img alt=""Roads closed due to snowfall, how will voters return?"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/photo-himpat-humla-2-2612026044558-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
,,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/26/roads-closed-due-to-snowfall-how-will-voters-return-31-24.html"" onclick=""gaEvent('Homepage Category','कर्णाली','हिमपातले बाटो बन्द, कसरी फर्किन्छन् मतदाता ?');"">हिमपातले बाटो बन्द, कसरी फर्किन्छन् मतदाता ?</a>",,
,,
"<a attr-newsid=""9871025"" class=""saveNewsLink"" onclick=""saveNews('9871025',this,'2026-01-26');"" style=""cursor:pointer;""><i class=""icon-save""></i> संग्रह</a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/26/a-year-has-passed-since-the-pole-was-buried-but-the-lamp-has-not-been-lit-36-51.html"" onclick=""gaEvent('Homepage Category','कर्णाली','पोल गाडेको वर्ष बित्यो, बलेन बत्ती');""><div class=""placeholder""></div><img alt=""A year has passed since the pole was buried, but the lamp has not been lit."" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/kumakh-gaupalika-2-ka-1-barsa-aghi-gadeko-poll1-2612026104853-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/26/a-year-has-passed-since-the-pole-was-buried-but-the-lamp-has-not-been-lit-36-51.html"" onclick=""gaEvent('Homepage Category','कर्णाली','पोल गाडेको वर्ष बित्यो, बलेन बत्ती');""><div class=""placeholder""></div><img alt=""A year has passed since the pole was buried, but the lamp has not been lit."" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/kumakh-gaupalika-2-ka-1-barsa-aghi-gadeko-poll1-2612026104853-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
,,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/26/a-year-has-passed-since-the-pole-was-buried-but-the-lamp-has-not-been-lit-36-51.html"" onclick=""gaEvent('Homepage Category','कर्णाली','पोल गाडेको वर्ष बित्यो, बलेन बत्ती');"">पोल गाडेको वर्ष बित्यो, बलेन बत्ती</a>",,
,,
"<a attr-newsid=""9870625"" class=""saveNewsLink"" onclick=""saveNews('9870625',this,'2026-01-26');"" style=""cursor:pointer;""><i class=""icon-save""></i> संग्रह</a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/26/the-vice-chairman-of-the-himali-municipality-says-we-have-treated-each-other-equally-like-the-scales-39-21.html"" onclick=""gaEvent('Homepage Category','कर्णाली','हिमाली पालिकाका उपाध्यक्ष भन्छन्- 'तराजुले ताैलेझैं समान व्यवहार गरेका छाैं'');""><div class=""placeholder""></div><img alt=""The vice-chairman of the Himali Municipality says - \'We have treated each other equally, like the scales\'"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/img50071-2612026075047-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/26/the-vice-chairman-of-the-himali-municipality-says-we-have-treated-each-other-equally-like-the-scales-39-21.html"" onclick=""gaEvent('Homepage Category','कर्णाली','हिमाली पालिकाका उपाध्यक्ष भन्छन्- 'तराजुले ताैलेझैं समान व्यवहार गरेका छाैं'');""><div class=""placeholder""></div><img alt=""The vice-chairman of the Himali Municipality says - \'We have treated each other equally, like the scales\'"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/img50071-2612026075047-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
,,
"<a href=""https://ekantipur.com/karnali-pradesh/2026/01/26/the-vice-chairman-of-the-himali-municipality-says-we-have-treated-each-other-equally-like-the-scales-39-21.html"" onclick=""gaEvent('Homepage Category','कर्णाली','हिमाली पालिकाका उपाध्यक्ष भन्छन्- 'तराजुले ताैलेझैं समान व्यवहार गरेका छाैं'');"">हिमाली पालिकाका उपाध्यक्ष भन्छन्- 'तराजुले ताैलेझैं समान व्यवहार गरेका छाैं'</a>",,
,,
"<a attr-newsid=""9870365"" class=""saveNewsLink"" onclick=""saveNews('9870365',this,'2026-01-26');"" style=""cursor:pointer;""><i class=""icon-save""></i> संग्रह</a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/27/balendra-shah-to-arrive-in-dadeldhura-on-wednesday-32-20.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','बालेन्द्र शाह बुधबार डडेल्धुरा आउँदै');""><div class=""placeholder""></div><img alt=""Balendra Shah to arrive in Dadeldhura on Wednesday"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/politics/balen-1812026085020-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/27/balendra-shah-to-arrive-in-dadeldhura-on-wednesday-32-20.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','बालेन्द्र शाह बुधबार डडेल्धुरा आउँदै');""><div class=""placeholder""></div><img alt=""Balendra Shah to arrive in Dadeldhura on Wednesday"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/politics/balen-1812026085020-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/27/balendra-shah-to-arrive-in-dadeldhura-on-wednesday-32-20.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','बालेन्द्र शाह बुधबार डडेल्धुरा आउँदै');""><div class=""placeholder""></div><img alt=""Balendra Shah to arrive in Dadeldhura on Wednesday"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/politics/balen-1812026085020-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/27/balendra-shah-to-arrive-in-dadeldhura-on-wednesday-32-20.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','बालेन्द्र शाह बुधबार डडेल्धुरा आउँदै');""><div class=""placeholder""></div><img alt=""Balendra Shah to arrive in Dadeldhura on Wednesday"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/politics/balen-1812026085020-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
,,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/27/balendra-shah-to-arrive-in-dadeldhura-on-wednesday-32-20.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','बालेन्द्र शाह बुधबार डडेल्धुरा आउँदै');"">बालेन्द्र शाह बुधबार डडेल्धुरा आउँदै</a>",,
,,
"<a attr-newsid=""9872295"" class=""saveNewsLink"" onclick=""saveNews('9872295',this,'2026-01-27');"" style=""cursor:pointer;""><i class=""icon-save""></i> संग्रह</a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/27/public-holiday-in-patan-municipality-on-wednesday-34-18.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','पाटन नगरपालिकामा बुधबार सार्वजनिक विदा');""><div class=""placeholder""></div><img alt=""Public holiday in Patan Municipality on Wednesday"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/patan-nagarapalika-baitadi-2712026114828-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/27/public-holiday-in-patan-municipality-on-wednesday-34-18.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','पाटन नगरपालिकामा बुधबार सार्वजनिक विदा');""><div class=""placeholder""></div><img alt=""Public holiday in Patan Municipality on Wednesday"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/patan-nagarapalika-baitadi-2712026114828-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
,,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/27/public-holiday-in-patan-municipality-on-wednesday-34-18.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','पाटन नगरपालिकामा बुधबार सार्वजनिक विदा');"">पाटन नगरपालिकामा बुधबार सार्वजनिक विदा</a>",,
,,
"<a attr-newsid=""9871825"" class=""saveNewsLink"" onclick=""saveNews('9871825',this,'2026-01-27');"" style=""cursor:pointer;""><i class=""icon-save""></i> संग्रह</a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/27/16-leprosy-patients-found-in-baitadi-in-three-years-04-42.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','बैतडीमा तीन वर्षमा १६ कुष्ठरोगी भेटिए');""><div class=""placeholder""></div><img alt=""16 leprosy patients found in Baitadi in three years"" data-src=""https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2018/default/ekantipur-default-2025.png""/></a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/27/16-leprosy-patients-found-in-baitadi-in-three-years-04-42.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','बैतडीमा तीन वर्षमा १६ कुष्ठरोगी भेटिए');""><div class=""placeholder""></div><img alt=""16 leprosy patients found in Baitadi in three years"" data-src=""https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2018/default/ekantipur-default-2025.png""/></a>",,
,,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/27/16-leprosy-patients-found-in-baitadi-in-three-years-04-42.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','बैतडीमा तीन वर्षमा १६ कुष्ठरोगी भेटिए');"">बैतडीमा तीन वर्षमा १६ कुष्ठरोगी भेटिए</a>",,
,,
"<a attr-newsid=""9871635"" class=""saveNewsLink"" onclick=""saveNews('9871635',this,'2026-01-27');"" style=""cursor:pointer;""><i class=""icon-save""></i> संग्रह</a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/26/three-day-holiday-for-schools-in-melauli-29-43.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','मेलौलीका विद्यालयमा तीन दिन बिदा');""><div class=""placeholder""></div><img alt=""Three-day holiday for schools in Melauli"" data-src=""https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2018/default/ekantipur-default-2025.png""/></a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/26/three-day-holiday-for-schools-in-melauli-29-43.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','मेलौलीका विद्यालयमा तीन दिन बिदा');""><div class=""placeholder""></div><img alt=""Three-day holiday for schools in Melauli"" data-src=""https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2018/default/ekantipur-default-2025.png""/></a>",,
,,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/26/three-day-holiday-for-schools-in-melauli-29-43.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','मेलौलीका विद्यालयमा तीन दिन बिदा');"">मेलौलीका विद्यालयमा तीन दिन बिदा</a>",,
,,
"<a attr-newsid=""9870535"" class=""saveNewsLink"" onclick=""saveNews('9870535',this,'2026-01-26');"" style=""cursor:pointer;""><i class=""icon-save""></i> संग्रह</a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/25/leprosy-related-interaction-held-in-dadeldhura-45-51.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','डडेल्धुरामा कुष्ठरोगसम्बन्धी अन्तर्क्रिया सम्पन्न');""><div class=""placeholder""></div><img alt=""Leprosy-related interaction held in Dadeldhura"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/kust-2512026050043-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/25/leprosy-related-interaction-held-in-dadeldhura-45-51.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','डडेल्धुरामा कुष्ठरोगसम्बन्धी अन्तर्क्रिया सम्पन्न');""><div class=""placeholder""></div><img alt=""Leprosy-related interaction held in Dadeldhura"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/kust-2512026050043-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
,,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/25/leprosy-related-interaction-held-in-dadeldhura-45-51.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','डडेल्धुरामा कुष्ठरोगसम्बन्धी अन्तर्क्रिया सम्पन्न');"">डडेल्धुरामा कुष्ठरोगसम्बन्धी अन्तर्क्रिया सम्पन्न</a>",,
,,
"<a attr-newsid=""9869765"" class=""saveNewsLink"" onclick=""saveNews('9869765',this,'2026-01-25');"" style=""cursor:pointer;""><i class=""icon-save""></i> संग्रह</a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/25/warning-of-election-boycott-saying-it-will-not-become-a-vote-bank-32-54.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','‘भोट बैंक’ नबन्ने भन्दै चुनाव बहिष्कारको चेतावनी');""><div class=""placeholder""></div><img alt=""Warning of election boycott, saying it will not become a \'vote bank\'"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/unnamed-1-2512026035542-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/25/warning-of-election-boycott-saying-it-will-not-become-a-vote-bank-32-54.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','‘भोट बैंक’ नबन्ने भन्दै चुनाव बहिष्कारको चेतावनी');""><div class=""placeholder""></div><img alt=""Warning of election boycott, saying it will not become a \'vote bank\'"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/miscellaneous/unnamed-1-2512026035542-1000x0.jpg&amp;w=301&amp;h=0""/></a>",,
,,
"<a href=""https://ekantipur.com/sudurpaschim-pradesh/2026/01/25/warning-of-election-boycott-saying-it-will-not-become-a-vote-bank-32-54.html"" onclick=""gaEvent('Homepage Category','सुदूरपश्चिम','‘भोट बैंक’ नबन्ने भन्दै चुनाव बहिष्कारको चेतावनी');"">‘भोट बैंक’ नबन्ने भन्दै चुनाव बहिष्कारको चेतावनी</a>",,
,,
"<a attr-newsid=""9869515"" class=""saveNewsLink"" onclick=""saveNews('9869515',this,'2026-01-25');"" style=""cursor:pointer;""><i class=""icon-save""></i> संग्रह</a>",,
"<a href=""https://ekantipur.com/video"" onclick=""gaEvent('Homepage Category','भिडियो','clicked');""><div class=""catName"">Video</div></a>",,
"<a href=""https://ekantipur.com/video"" onclick=""gaEvent('Homepage Category','भिडियो','clicked');""><div class=""catName"">Video</div></a>",,
,,
"<a href=""video/2026/01/12/i-will-not-unite-with-any-party-now-kulman-ghising-25-12.html""><img alt=""I will not unite with any party now: Kulman Ghising"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/politics/kul-1212026064457-1000x0.jpg&amp;w=241&amp;h=158""/></a>",,
"<a href=""video/2026/01/12/i-will-not-unite-with-any-party-now-kulman-ghising-25-12.html""><img alt=""I will not unite with any party now: Kulman Ghising"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/politics/kul-1212026064457-1000x0.jpg&amp;w=241&amp;h=158""/></a>",,
"<a href=""video/2026/01/12/i-will-not-unite-with-any-party-now-kulman-ghising-25-12.html""><img alt=""I will not unite with any party now: Kulman Ghising"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/politics/kul-1212026064457-1000x0.jpg&amp;w=241&amp;h=158""/></a>",,
"<a href=""video/2026/01/12/i-will-not-unite-with-any-party-now-kulman-ghising-25-12.html""><img alt=""I will not unite with any party now: Kulman Ghising"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2026/politics/kul-1212026064457-1000x0.jpg&amp;w=241&amp;h=158""/></a>",,
,,
"<a href=""video/2025/09/04/from-when-will-the-production-and-distribution-of-the-gas-found-in-dailekh-be-00-38.html""><img alt=""When will the production and distribution of the gas found in Dailekh be?"" data-src=""https://i3.ytimg.com/vi/637ZOPa1kn8/sddefault.jpg""/></a>",,
"<a href=""video/2025/09/04/from-when-will-the-production-and-distribution-of-the-gas-found-in-dailekh-be-00-38.html""><img alt=""When will the production and distribution of the gas found in Dailekh be?"" data-src=""https://i3.ytimg.com/vi/637ZOPa1kn8/sddefault.jpg""/></a>",,
,,
"<a href=""video/2025/09/01/how-are-closed-circuit-cameras-monitoring-the-valley-56-34.html""><img alt=""You are under CCTV surveillance"" data-src=""https://i3.ytimg.com/vi/Jy7YrLzzBcs/sddefault.jpg""/></a>",,
"<a href=""video/2025/09/01/how-are-closed-circuit-cameras-monitoring-the-valley-56-34.html""><img alt=""You are under CCTV surveillance"" data-src=""https://i3.ytimg.com/vi/Jy7YrLzzBcs/sddefault.jpg""/></a>",,
,,
"<a href=""video/2025/08/27/entangled-in-a-weak-screenplay-magne-raja-38-58.html""><img alt=""'Magne Raja' stuck in weak screenplay"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2025/third-party/sdfsdfsdfdf-2782025105307-1000x0.jpg&amp;w=241&amp;h=158""/></a>",,
"<a href=""video/2025/08/27/entangled-in-a-weak-screenplay-magne-raja-38-58.html""><img alt=""'Magne Raja' stuck in weak screenplay"" data-src=""https://assets-cdn-api.ekantipur.com/thumb.php?src=https://assets-cdn.ekantipur.com/uploads/source/news/kantipur/2025/third-party/sdfsdfsdfdf-2782025105307-1000x0.jpg&amp;w=241&amp;h=158""/></a>",,
,,
"<a href=""video/2025/08/08/the-reconstruction-of-the-trivi-cricket-ground-is-being-completed-57-46.html""><img alt=""The reconstruction of the Trivi Cricket Ground is being completed"" data-src=""https://i3.ytimg.com/vi/JTO6f2gtZpQ/sddefault.jpg""/></a>",,
"<a href=""video/2025/08/08/the-reconstruction-of-the-trivi-cricket-ground-is-being-completed-57-46.html""><img alt=""The reconstruction of the Trivi Cricket Ground is being completed"" data-src=""https://i3.ytimg.com/vi/JTO6f2gtZpQ/sddefault.jpg""/></a>",,
,,
"<a href=""video/2025/08/05/why-are-lumbini-development-fund-employees-protesting-16-48.html""><img alt=""Why are Lumbini Development Fund employees protesting?"" data-src=""https://i3.ytimg.com/vi/smnNDHu7L6c/sddefault.jpg""/></a>",,
"<a href=""video/2025/08/05/why-are-lumbini-development-fund-employees-protesting-16-48.html""><img alt=""Why are Lumbini Development Fund employees protesting?"" data-src=""https://i3.ytimg.com/vi/smnNDHu7L6c/sddefault.jpg""/></a>",,
,,
"<a href=""https://urlgeni.us/NBAZ"" target=""_blank""><figure><img alt=""Nimbus"" src=""/imgs/nimbus.png""/></figure></a>","<form id=""health""></form>",
"<a href=""https://urlgeni.us/NBAZ"" target=""_blank""><figure><img alt=""Nimbus"" src=""/imgs/nimbus.png""/></figure></a>",,
